,Unnamed: 0,Combination,C1_DataVolume(MB),C1_FeatureCount,C1_Accuracy(%),C1_Latency(ms),C1_Label0,C1_Label1,C1_Label2,C1_Label3,C1_Label4,C1_Label5,C1_Label6,C1_Label7,C1_Label8,C1_Label9,C2_DataVolume(MB),C2_FeatureCount,C2_Accuracy(%),C2_Latency(ms),C2_Label0,C2_Label1,C2_Label2,C2_Label3,C2_Label4,C2_Label5,C2_Label6,C2_Label7,C2_Label8,C2_Label9,C3_DataVolume(MB),C3_FeatureCount,C3_Accuracy(%),C3_Latency(ms),C3_Label0,C3_Label1,C3_Label2,C3_Label3,C3_Label4,C3_Label5,C3_Label6,C3_Label7,C3_Label8,C3_Label9,C4_DataVolume(MB),C4_FeatureCount,C4_Accuracy(%),C4_Latency(ms),C4_Label0,C4_Label1,C4_Label2,C4_Label3,C4_Label4,C4_Label5,C4_Label6,C4_Label7,C4_Label8,C4_Label9,C5_DataVolume(MB),C5_FeatureCount,C5_Accuracy(%),C5_Latency(ms),C5_Label0,C5_Label1,C5_Label2,C5_Label3,C5_Label4,C5_Label5,C5_Label6,C5_Label7,C5_Label8,C5_Label9,Global_Accuracy(%),Global_DataVolume,Global_Latency_Sum(ms),Global_RoundTime_Max(ms),Combo_List,Old_Combination,New_Combination,Old_Length,_set,_key,normalized_combinations
7933,15358,C2-C5-C6-C8,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2800.0,784.0,74.61,1805.61,282.0,277.0,267.0,271.0,271.0,292.0,295.0,277.0,285.0,283.0,2796.0,784.0,65.5,1706.75,251.0,483.0,422.0,365.0,354.0,138.0,150.0,268.0,91.0,274.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2800.0,784.0,83.36,1682.81,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,73.474,13987.0,8577.720000000001,1805.61,0.0,C2-C5-C6-C8,C2-C5-C6-C8-C17,4,"frozenset({2, 5, 6, 8, 17})","(2, 5, 6, 8, 17)","2,5,6,8,17"
3037,10462,C2-C6-C8,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2796.0,784.0,65.5,1706.75,251.0,483.0,422.0,365.0,354.0,138.0,150.0,268.0,91.0,274.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2796.0,784.0,71.11,1679.73,168.0,125.0,55.0,269.0,377.0,544.0,996.0,55.0,48.0,159.0,2800.0,784.0,83.08,1684.83,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,72.71799999999999,13983.0,8453.86,1706.75,0.0,C2-C6-C8,C2-C6-C8-C16-C19,3,"frozenset({2, 6, 8, 16, 19})","(2, 6, 8, 16, 19)","2,6,8,16,19"
1746,9171,C1-C7-C9,2800.0,784.0,84.1,1747.73,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,80.97,1693.92,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,82.22,1672.41,274.0,270.0,285.0,263.0,275.0,279.0,297.0,285.0,283.0,289.0,2794.0,784.0,80.43,1914.42,253.0,676.0,232.0,165.0,202.0,438.0,170.0,48.0,424.0,186.0,2795.0,784.0,81.95,1683.83,222.0,447.0,229.0,487.0,700.0,50.0,445.0,71.0,56.0,88.0,81.934,13989.0,8712.310000000001,1914.42,0.0,C1-C7-C9,C1-C7-C9-C20-C22,3,"frozenset({1, 7, 9, 20, 22})","(1, 7, 9, 20, 22)","1,7,9,20,22"
6337,13762,C6-C9-C10,2796.0,784.0,65.5,1706.75,251.0,483.0,422.0,365.0,354.0,138.0,150.0,268.0,91.0,274.0,2800.0,784.0,82.22,1672.41,274.0,270.0,285.0,263.0,275.0,279.0,297.0,285.0,283.0,289.0,2795.0,784.0,75.61,1676.34,192.0,242.0,297.0,12.0,602.0,199.0,288.0,415.0,179.0,369.0,2796.0,784.0,71.11,1679.73,168.0,125.0,55.0,269.0,377.0,544.0,996.0,55.0,48.0,159.0,2800.0,784.0,83.08,1684.83,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,75.50399999999999,13987.0,8420.06,1706.75,0.0,C6-C9-C10,C6-C9-C10-C16-C19,3,"frozenset({6, 9, 10, 16, 19})","(6, 9, 10, 16, 19)","6,9,10,16,19"
315,7740,C1-C2-C8,2800.0,784.0,84.1,1747.73,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2794.0,784.0,80.43,1914.42,253.0,676.0,232.0,165.0,202.0,438.0,170.0,48.0,424.0,186.0,2800.0,784.0,84.76,1710.1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,78.638,13985.0,8754.800000000001,1914.42,0.0,C1-C2-C8,C1-C2-C8-C20-C21,3,"frozenset({1, 2, 8, 20, 21})","(1, 2, 8, 20, 21)","1,2,8,20,21"
3455,10880,C2-C8-C10,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2795.0,784.0,75.61,1676.34,192.0,242.0,297.0,12.0,602.0,199.0,288.0,415.0,179.0,369.0,2800.0,784.0,84.76,1710.1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,81.95,1683.83,222.0,447.0,229.0,487.0,700.0,50.0,445.0,71.0,56.0,88.0,77.244,13981.0,8452.82,1710.1,0.0,C2-C8-C10,C2-C8-C10-C21-C22,3,"frozenset({2, 8, 10, 21, 22})","(2, 8, 10, 21, 22)","2,8,10,21,22"
5246,12671,C4-C7-C9,2795.0,784.0,71.28,1696.53,585.0,420.0,100.0,308.0,100.0,31.0,117.0,143.0,546.0,445.0,2800.0,784.0,80.97,1693.92,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,82.22,1672.41,274.0,270.0,285.0,263.0,275.0,279.0,297.0,285.0,283.0,289.0,2800.0,784.0,83.36,1682.81,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,80.43,1914.42,253.0,676.0,232.0,165.0,202.0,438.0,170.0,48.0,424.0,186.0,79.652,13989.0,8660.09,1914.42,0.0,C4-C7-C9,C4-C7-C9-C17-C20,3,"frozenset({4, 7, 9, 17, 20})","(4, 7, 9, 17, 20)","4,7,9,17,20"
8286,15711,C3-C4-C8-C10,2800.0,784.0,77.52,1695.37,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,71.28,1696.53,585.0,420.0,100.0,308.0,100.0,31.0,117.0,143.0,546.0,445.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2795.0,784.0,75.61,1676.34,192.0,242.0,297.0,12.0,602.0,199.0,288.0,415.0,179.0,369.0,2795.0,784.0,63.9,1684.94,240.0,20.0,5.0,1202.0,12.0,1001.0,43.0,231.0,7.0,34.0,70.85,13981.0,8433.82,1696.53,0.0,C3-C4-C8-C10,C3-C4-C8-C10-C18,4,"frozenset({3, 4, 8, 10, 18})","(3, 4, 8, 10, 18)","3,4,8,10,18"
8026,15451,C2-C5-C9-C10,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2800.0,784.0,74.61,1805.61,282.0,277.0,267.0,271.0,271.0,292.0,295.0,277.0,285.0,283.0,2800.0,784.0,82.22,1672.41,274.0,270.0,285.0,263.0,275.0,279.0,297.0,285.0,283.0,289.0,2795.0,784.0,75.61,1676.34,192.0,242.0,297.0,12.0,602.0,199.0,288.0,415.0,179.0,369.0,2795.0,784.0,81.95,1683.83,222.0,447.0,229.0,487.0,700.0,50.0,445.0,71.0,56.0,88.0,78.47,13985.0,8540.1,1805.61,0.0,C2-C5-C9-C10,C2-C5-C9-C10-C22,4,"frozenset({2, 5, 9, 10, 22})","(2, 5, 9, 10, 22)","2,5,9,10,22"
3202,10627,C2-C7-C8,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2800.0,784.0,80.97,1693.92,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2796.0,784.0,71.11,1679.73,168.0,125.0,55.0,269.0,377.0,544.0,996.0,55.0,48.0,159.0,2800.0,784.0,83.08,1684.83,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,75.812,13987.0,8441.03,1701.91,0.0,C2-C7-C8,C2-C7-C8-C16-C19,3,"frozenset({2, 7, 8, 16, 19})","(2, 7, 8, 16, 19)","2,7,8,16,19"
6412,13837,C7-C8-C9,2800.0,784.0,80.97,1693.92,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2800.0,784.0,82.22,1672.41,274.0,270.0,285.0,263.0,275.0,279.0,297.0,285.0,283.0,289.0,2795.0,784.0,63.9,1684.94,240.0,20.0,5.0,1202.0,12.0,1001.0,43.0,231.0,7.0,34.0,2795.0,784.0,78.86,1679.45,60.0,299.0,201.0,274.0,437.0,86.0,487.0,207.0,353.0,391.0,74.378,13986.0,8411.36,1693.92,0.0,C7-C8-C9,C7-C8-C9-C18-C24,3,"frozenset({7, 8, 9, 18, 24})","(7, 8, 9, 18, 24)","7,8,9,18,24"
1501,8926,C1-C6-C8,2800.0,784.0,84.1,1747.73,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,65.5,1706.75,251.0,483.0,422.0,365.0,354.0,138.0,150.0,268.0,91.0,274.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2796.0,784.0,71.11,1679.73,168.0,125.0,55.0,269.0,377.0,544.0,996.0,55.0,48.0,159.0,2800.0,784.0,85.04,1703.43,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,74.338,13988.0,8518.28,1747.73,0.0,C1-C6-C8,C1-C6-C8-C16-C23,3,"frozenset({1, 6, 8, 16, 23})","(1, 6, 8, 16, 23)","1,6,8,16,23"
169,7594,C1-C2-C6,2800.0,784.0,84.1,1747.73,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2796.0,784.0,65.5,1706.75,251.0,483.0,422.0,365.0,354.0,138.0,150.0,268.0,91.0,274.0,2800.0,784.0,81.93,1680.05,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,80.43,1914.42,253.0,676.0,232.0,165.0,202.0,438.0,170.0,48.0,424.0,186.0,77.98400000000001,13985.0,8750.86,1914.42,0.0,C1-C2-C6,C1-C2-C6-C15-C20,3,"frozenset({1, 2, 6, 15, 20})","(1, 2, 6, 15, 20)","1,2,6,15,20"
3846,11271,C3-C4-C10,2800.0,784.0,77.52,1695.37,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,71.28,1696.53,585.0,420.0,100.0,308.0,100.0,31.0,117.0,143.0,546.0,445.0,2795.0,784.0,75.61,1676.34,192.0,242.0,297.0,12.0,602.0,199.0,288.0,415.0,179.0,369.0,2795.0,784.0,81.95,1683.83,222.0,447.0,229.0,487.0,700.0,50.0,445.0,71.0,56.0,88.0,2800.0,784.0,83.87,1666.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,78.046,13985.0,8419.01,1696.53,0.0,C3-C4-C10,C3-C4-C10-C22-C25,3,"frozenset({3, 4, 10, 22, 25})","(3, 4, 10, 22, 25)","3,4,10,22,25"
212,7637,C1-C2-C6,2800.0,784.0,84.1,1747.73,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2796.0,784.0,65.5,1706.75,251.0,483.0,422.0,365.0,354.0,138.0,150.0,268.0,91.0,274.0,2800.0,784.0,84.76,1710.1,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,78.86,1679.45,60.0,299.0,201.0,274.0,437.0,86.0,487.0,207.0,353.0,391.0,78.236,13986.0,8545.94,1747.73,0.0,C1-C2-C6,C1-C2-C6-C21-C24,3,"frozenset({1, 2, 6, 21, 24})","(1, 2, 6, 21, 24)","1,2,6,21,24"
8109,15534,C2-C7-C8-C10,2795.0,784.0,77.96,1701.91,68.0,431.0,274.0,551.0,276.0,231.0,333.0,282.0,147.0,202.0,2800.0,784.0,80.97,1693.92,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2795.0,784.0,75.61,1676.34,192.0,242.0,297.0,12.0,602.0,199.0,288.0,415.0,179.0,369.0,2800.0,784.0,83.36,1682.81,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,76.768,13986.0,8435.62,1701.91,0.0,C2-C7-C8-C10,C2-C7-C8-C10-C17,4,"frozenset({2, 7, 8, 10, 17})","(2, 7, 8, 10, 17)","2,7,8,10,17"
5212,12637,C4-C7-C8,2795.0,784.0,71.28,1696.53,585.0,420.0,100.0,308.0,100.0,31.0,117.0,143.0,546.0,445.0,2800.0,784.0,80.97,1693.92,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2794.0,784.0,80.43,1914.42,253.0,676.0,232.0,165.0,202.0,438.0,170.0,48.0,424.0,186.0,2800.0,784.0,85.04,1703.43,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,76.732,13985.0,8688.94,1914.42,0.0,C4-C7-C8,C4-C7-C8-C20-C23,3,"frozenset({4, 7, 8, 20, 23})","(4, 7, 8, 20, 23)","4,7,8,20,23"
5009,12434,C4-C6-C8,2795.0,784.0,71.28,1696.53,585.0,420.0,100.0,308.0,100.0,31.0,117.0,143.0,546.0,445.0,2796.0,784.0,65.5,1706.75,251.0,483.0,422.0,365.0,354.0,138.0,150.0,268.0,91.0,274.0,2796.0,784.0,65.94,1680.64,44.0,223.0,1.0,1940.0,67.0,138.0,15.0,168.0,115.0,85.0,2800.0,784.0,81.93,1680.05,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,80.43,1914.42,253.0,676.0,232.0,165.0,202.0,438.0,170.0,48.0,424.0,186.0,73.01599999999999,13981.0,8678.39,1914.42,0.0,C4-C6-C8,C4-C6-C8-C15-C20,3,"frozenset({4, 6, 8, 15, 20})","(4, 6, 8, 15, 20)","4,6,8,15,20"
4472,11897,C3-C7-C10,2800.0,784.0,77.52,1695.37,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,80.97,1693.92,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,75.61,1676.34,192.0,242.0,297.0,12.0,602.0,199.0,288.0,415.0,179.0,369.0,2796.0,784.0,71.11,1679.73,168.0,125.0,55.0,269.0,377.0,544.0,996.0,55.0,48.0,159.0,2795.0,784.0,78.86,1679.45,60.0,299.0,201.0,274.0,437.0,86.0,487.0,207.0,353.0,391.0,76.81400000000001,13986.0,8424.810000000001,1695.37,0.0,C3-C7-C10,C3-C7-C10-C16-C24,3,"frozenset({3, 7, 10, 16, 24})","(3, 7, 10, 16, 24)","3,7,10,16,24"
